Comment,Toxicity,Type,target
وانتي مالك يانعجه يامنبوذه هوا انتي اصلا ليكى سعر دانتي مطروده من بلدنا ياعميله محروقه من مصر اوى طب تحيا مصر الف مره,1,2,1
دي بتقول عليكي ريحتك ريحة معيز ياهبلة بس استخدموكي تخربي بلدك يا عبيطة يا معزة,1,2,1
التعليقات كلها إهانات وصفع بالنعال على وجهك ه,1,2,1
انتي رأس الفتنة وعقبا لما تسقطي انتي وتموتي ونخلص منك ومن عمالتك,1,2,1
العهر الكرماني يحاضر عن الحريات امثالك حتى لوكانت في سوق الحواري لم يشتريها احد اسنانك مسوسه ورائحتك نتنه,1,2,1
وش من وجه با تطلعين به وش بتقولين دمرنا البلاد وهربنا الى الخارج عليش ما تستحي انتي وا الي مصدقش,1,2,1
من متى الحرمة همها شرع او ظلم او عقل  المرأة تتلون على حسب مصلحتها  من صجكم تناقشون حرمة,1,2,3
سود الله وجهك كما هو قلبك اسود وزادك الله سؤ وقباحه كما انتي سيئهوقبيحه,1,2,1
ان شاءلله تزوري القبر وتريحينا من وجهك وكلامك وافكار المريضه لو كنتي ليبيه كنت تحشمت منك,1,2,1
تف على وجهك ياعميله ومرتزقه الامريكان وتركيا وقطر,1,2,1
وإنتى مال أمك يا خرا متخليكى فبلدك دى حاجه بنت كلب قوى,1,2,1
الله يخرب بتك خربتي بلادك يا وجه القرد,1,2,1
ربنا ياخدك ويريحنا من شرك يا بومة,1,2,1
الله يلعنك يا بومة الخراب عشم ابليس في الجنة هو عشمك في العواصم الامنة يا بومة,1,2,1
إذهبي إلى بنغازي لعلكي ترزقين الشهاده هناك ويريحنا الله من وجهك النحس يابومة الخراب,1,2,1
شوفي يا توكل هي كلمه واحده انتي بنت وسخه اساسا صورتك بالبكيني  عندي يا بنت القوادين تفو علي اصلك,1,2,1
خليها تاكلك ياوسخة ياللي مش لاقيه حد يظبطّك  تربية وسخة أنا مش عارفة اهل بلدك سايبينك كده إزاي,1,2,1
مش ميتة عليك بنغازي غير عدي لبلادك اشكال وسخة,1,2,1
والله لا يوجد اضل منك يا شمطاء العلماء درع يا اوقح ما في الارض تفو,1,2,1
مش عارف مصر  عامله فيكى ايه اكيد فيه سر كبير غير ان انتي عميلة وقذرة شوفى لبنان بلدكى وبعد شهر رمضان هقولك ياوسخة بالعربي كدة,1,2,1
اها  وانتي جلستي جنب هيلاري بريحتك الخايسة؟ يا وسخة,1,2,1
وأنت لم تدخلي الملة يوما في حياتك أيتها الخنزيرة الكافرة,1,2,1
هايقلعوكي الكلوت وانا اشك انك من غير ياوسخة,1,2,1
جعلك الساحق والماحق والبلاء المتلاحق ياعنزه,1,2,1
يا بنت الكلب لا تتدخلين في شئون غيرك  روحي دوري زوجك الخروف ايش جالس يفعل,1,2,1
المره القادمه سيكون تحرش و ليس تنمر مع إن شكلك مقرف,1,2,1
ونطقت البذرة الفاسدة توكل كرمان وقامت بفرز سمومها,1,2,1
لا تحاولي تقارني نفسك بلجين الهذلول لان جزمتها اشرف من وجهك لجين ستعود لصوابها ووطنها ولكن انتي مطروده منبوذه يااقذر مخلوقات الله,1,2,1
شوقاه ل بن غازي  ماينفع بن لادن ولا بن  بلا وشربي ميتها الناس مش طايقة تشوف وجهك  ارحميهم ونقلعي ربي عيالك اخبارهم فضائح ع السوشل ميديا ياولية,1,2,1
ضربة بالنعال على وجهك لاتكفيك ياكاذبة يامنحطة  انتي وكل كلب كان ينبح للدفاع عنك في السنوات السابقة وحاليا,1,2,1
خليكي في لبنان ياعرة لبنان   غريبه محمد الصغير معجب ليه خلاص بعتوا البشير ياانجاس,1,2,1
"هيلاري قالت في ايميلاتها انها مش بتتحمل ريحتك التي تشبه رائحة الماعز و لكنها تتحملك لاجل بلدها ، اما انتي فبعتي بلدك لتركيا و الغرب من اجل هراء",1,2,1
يابنت الصرامي مو هيك لعمى شو عم تخبصي  استغفر الله واتوب اليه,1,2,1
هناك نقص في الخلايا العاطفية بجسمك انعكست على مواهبك وقدراتك فتحولت إلى كلبة شمطاء تتشبث بجزمة تدوس عليها وهي تنبح,1,2,1
التلفون الذكي اللي كتبتي بيه التويته الخايسه دي والله اذكى منك,1,2,1
هذا عالم جليل يا جاهلة يا خبيثة يا وسخة يا فاسدة لعنة الله عليك الي يوم الدين,1,2,1
قري في بيتك ياقحره كم انتي قبيحه,1,2,1
حاولي تاخذي شاور لمن تقابلي ضيوف ريحتك وصلت امريكا ه,1,2,1
ربنا يخدك ويخلصنا منك ماهو انت بومه,1,2,1
يالرويبضة اخرسي ولاتتطاولي  يا   سجاح عصرك  ابوكي تبرأ منك بالعلن لانك تافهة واجيرة وخائنة,1,2,1
وبعدين حامله ايه دى عاهرة بنت كلب,1,2,1
أنت مالك ومال مصر ما تشوفي السرقة في بلدك عليعينك يا شعب وانتم حطين خر في فمك ومفيش حد يقدر يتكلم وأتفو عليك,1,2,1
هيلاري ف التسريبات قالت عليكي أنها مكانتش طايقة ريحتك يابتاعة المعيز,1,2,1
يامعفنين بالقوي يا احنا الله علي ريحتي وريحتك الظاهر بدك تغيري ريحه الخنفري  واستعملي ديدرون علشان العرق وبلاش القعده مع المعيز علشان ريحه المعيز وزبلهم بيلزق,1,2,1
المهم أنك الى الأن قهارك محمد بن سلمان ومحمد بن زايد وحرقوا قلبك ولسى حتشوفي ايام اسود من وجهك ياحمالة الحطب  الحمد لله رب العالمين,1,2,1
احنا نقتل كل الستات عشان ولاد الوسخه دول يرتاحوا,1,2,3
يا هبه النسوان كلهم ولاد وسخه,1,2,3
مجرد دمية وبعدين يرمونك أنتي والقات اللي طافح مع أسنانك,1,2,1
ايش تترجى من النسوان تربية ابليس حش ولعن وغيبه وبهتان وع بالهم انه ماعداهم العيب وهم كلهم عيوب,1,2,1
سوداء كالفحم قبحك الله يا بسوس العرب والعالم,1,2,1
نفسي اشوفك علشان ادوس على دماغ امك بلجزمه,1,2,1
يعنني حقوقية ومتضامنة مع لجين وكذا واحط صورتها واسوي حركات واثارة جدل والحقيقة انك خجلانة من شكلك واسنانك تقولين واحد بالحمام وعنده امساك  ه,1,2,1
عسى ان يكون موتك قريب ونفتك من هاي الوجوه القذرة,1,2,1
روحي نتاكي من مكان لامكان ساع الشرموطه,1,2,1
انتي خادمه حق امريكا منتي من اليمن  اتفوه علكي لنتي يمنيه,1,2,1
لعنة الله عليك يا قبيحة الاخلاق قبل الوجه,1,2,1
تعالي لبنغازي ي وسخه وندفنوك فيها ي قذره,1,2,1
اخرسى يافاشلة وخليكى فى نفسك ياخاينة,1,2,1
منحتك التعري فلم بخفي عورتك اي لاباس واصبحتي مكشوفه لمن هب ودب,1,2,1
انبحي فالنباح لغتك انتي ومن معك حتى اللي في قبره لم يسلم من السنتكم القذره تفو,1,2,1
ان شاء الله آخر زيارة في عمرك يا وش النحس,1,2,1
أنقلعي سوي تلبيسه جديدة لا أسنانك,1,2,1
اه انتى بقى تقضيها فى أوروبا وعاوزها ثورات فى الدول العربيه بوجهك المعضم ده,1,2,1
أي ثقافه تحملين واي اُسلوب تتعاملين به  انتي حدك عصابات ارهابيه وتغريدتك هذا اقل دليل على توجهك,1,2,1
الله ينتقم منك يا غراب البين انتي وكل خائن للأمة العربية والإسلامية,1,2,1
وانتي يا كلبه ايه حارقك انتي متعرفيش انو الشعب المصري كله جيش وفخور بكده خليها تاكلك اكتر,1,2,1
روح شرطة الخبر واطلب منهم بعض الحريم يبغالهم سلخ,1,2,3
ياشيخه ماشاء الله عليكى فعلا بغله تربيه خونه,1,2,1
ثارت عليك الافاعي يازبالة المجتمع اخ تفو على ها الفره المروحه  اعوذ بالله بغيت اطرش,1,2,1
ليتك والله قبل تكتبين التغريده طالعتي وجهك بالمرايه ياحثالة النساء,1,2,1
"الله يرحم الشيخ ابن باز ، الروبيضة تتفوه بالاساءة ل  شيخ وامام المسلمين لا حول ولا قوة الا بالله",1,2,1
انتي مصدقه انك لكي اي لازمه انتي بنسبه لي أمريكا حشرة,1,2,1
انتي وحدة مجنونه مفروض يعطوك شهادة جنون بقر وحمير,1,2,1
غريبة انك بتتكلمي عن اقدم جيوش الارض  الي طردك طردت الكلاب   ياخاينة دولتك اصلاً ملهاش جيش,1,2,1
اشفق على الحجاب الي على راسك كيف أحتوى عقلك,1,2,1
كنتي حاشرتها بريحتك هذا كلام هيلاري رفيقتك بالنضال,1,2,1
مين دي اللي حلوه  يابيه كلهم قرود,1,2,3
والله ثم والله ثم والله انا لو بيدي مو اعرضك لتنمر اعرضك للي اخس,1,2,1
بتقول أن ريحتك رائحة المعيز يامعزه,1,2,1
أكيد هتكونى سعيدة بعد خراب لبنان أنتى عميلة وخائنة,1,2,1
الشعب الامريكي احباب الله ؟ سوّد الله وجهك يا عميلة و مرتزقة الى مزبلة التاريخ الرخيص يا قذرة,1,2,1
ياريت تاخذي معك عطر حبشوش علشان يخفي الصنة والرائحة الكريهة التي تلازمك,1,2,1
لعنة الله عليك يا عقرب التبن نسال الله ان يرينا فيك عجائب قدرته,1,2,1
لعنة الله عليك ياحقيره ياسفله كذابه انا اطلق عليك مسيلمه الكذاب هو انتي وابو لهب صاحب الفتن كلها بسببك الله ينتقم منك,1,2,1
مسحت بك الارض يامعفنه طلعت ريحتك ياتوتو,1,2,1
لو عندك ذرة حياء فقط ذرة حياء واحدة لكنتي دفنتي نفسك بالحيا من سواد وجهك وسواد ليلك,1,2,1
غيري أسنانك المعفنه وبعدين شوفي وضع الحرية,1,2,1
بس يا مره يا متناكه,1,2,1
عندما تتحدث الهبلة فلا حرج عليها تكذب روحي جتك القرف انسانة كذابة منافقة,1,2,1
كتم الله أنفاسك يا بوق أعداء الإسلام يا من تنعقين بما لا تدركين عليك من الله ما تستحقين,1,2,1
حقيقي شغل الستات الكبيرة ده مقرف في الكورة اوي يعني,1,2,3
اجترار   موضوع خاشقجي أصبح اجترار مثل الغنم توكل روحي غسلي وجهك,1,2,1
"جميع من مات من الشعب اليمني ومن سيموت منهم دمائهم في رقبتك يابنت الكلاب ياوسخة ، منك لله انتي ومن يحرضك ويقويكي ياكلبة",1,2,1
يلا يا بت من هنا هش هش هش,1,2,1
"بس يا بومه، دافعي عن كل اشكال الخراب",1,2,1
انتي مجرد بقره رخيصه لثور الحقل الأعمى بختصار,1,2,1
لا شبية لك الا ضباع ياضباع كرمان,1,2,1
يا سيده يا شمطاء خليكى فى حال امك ابوه تقل دم امك,1,2,1
وانت مالك يا شخة الكلب انتي ما تخليكي ف حالك عندها حرقان ب زياده,1,2,1
تحقير المرأة في الاعلام الدكتاتوري و الاعلام الديني ظاهره ضروريه عشان الرجل يضطهد الي تحت مش الي فوق,1,2,1
متى تفهمين انتي يا شمطاء متصابيه ان وجهك بشع كأنه ركبة زيدي وان متابعيك تجيهم حالة غثيان واستفراغ كلما شافوا وجهك القبيح,1,2,1
واللة مافيكي اي خير لا انتي ولاثورتك الم لعونة,1,2,1
ان شاء الله المنشار بيجيك من اقرب الناس لك  كبير في حقك منشار انت تنضربين بنعال قديمه حتى الموت,1,2,1
لا ي غبيه منذ خلق الله ادم و الحرمه اقل من الرجل في كل شي لذلك لن تكون اعلى مهما حصل,1,2,1
اتمنى انك تتكلمين من واقع تجربه لانو مو معقوله وحده تلعب لها ثلاث سنوات ولعبها زق؟ ليش لانو مكانها المطبخ,1,2,1
لن تفلح أبدا هذه المرأه المعتوهه,1,2,1
انا من مصر وبقلك نعم للتنمر من توكل شكمان,1,2,1
مين الي يكلف نفسه يجيب لك منشار  انتي تتجابي بالشبشب من على الحيطة,1,2,1
بس يابنت الحيوانة خليكى ف بلدك لو ليكى بلد اصلاً,1,2,1
حرمه ناقصه عقل ماوراها رجال تاكل خرا الحرمة مكانها البيت,1,2,3
انصحك تزورين عيادة اسنان ترى وضعها غير مقبول حرام عليكي ما نقدر نتابعك  احس ان سالفتك مثل وضع اسنانك منظفة الستة الأمامية و الباقية الله يخارجنا,1,2,1
نعم للسيسي  خليكي ف بلدك الخربانة ياحيزبونة,1,2,1
ام ريحه معفنه بتتكلم راعية الأبقار,1,2,1
ه تريدين اثبات انها كانت متحملة ريحتك,1,2,1
الستات مش كفايه بتبوظ حياتنا لا دول بقي في منهم حكام وهيبوظوا الكوره قريب,1,2,1
بصي احنا دعسنا الاخوان تحت حذائنا و بندعسك ايضا,1,2,2
انتي كلي خرا لأبوك لابو من جابك,1,2,1
بتصلح بوابير جاز يعني يامنظمة وسخة شبه الوسخة توكل,1,2,1
ولَك وجهك تغردي يا بوق قطر  اللهم لا شماتة,1,2,1
يلا يا وجه البرص أنتي خليكي في كوزك أبو تقل دم أمك,1,2,1
"مسرحية و ليست محاكمة، اول مره بحياتي اشوف محاكمه بدون محكومين و قضاء تركيا زي وجهك يمشي بالليره",1,2,1
ملعونه انتي على دماء اليمنيين وصلتي الي حيث انتي  قبحك الله يابسوس هاذا الزمان,1,2,1
ونتقاسم شرف التنمر بواحده واطيه خاينه لبلادها وعروبتها مثلك في مصر ونشارك في أي فاعليه لتنظيف الفيس والعالم كله  من نجاستك,1,2,1
دى قالت عليكى ريحتك زى الماعز يا خاينة,1,2,1
اقسم بالله النسوان كلها نكدية  ماتجوزوش ياجماعة  كلهم نكديين  بيبان انهم مش نكد بس كلهم صنف ابن متناكة وسخ,1,2,3
زي اليمن كده مخليتها انتي والاشكال الوسخة اللي زيك في مصاف الدول الحرة  لكن هنقول ايه منتي نفيش راجل يلمك,1,2,1
نظفي أسنانك من القات ي الماسونيه,1,2,2
ميتين ام البنات علي الستات علي صنف الستات كلوا علي دماغهم الوسخة علي حوارتهم علي ميتين معرفتهم,1,2,3
"بالسرعة هذي 
عدلتي خشتك  

من فلوس الجرارة 


الحشرة التي تمشي على التراب 
اطهر منك",1,2,1
بأي صفه هذه الشمطاء جالسه تسوي منتديات وتتحدث عن دولة الجنوب العربي منهو عدو للملكه العربية السعودية فهو عدو لنا كجنوبيين تفو عليكي يا حثاله,1,2,1
دار راسك وخبط بحيط ان شاء الله ياقليلة الحياء يابهيمه ياضاله تفووه عليك ياوقحه,1,2,1
ربنا يولع فيك بجاز وسخ  مالك يا وجه البوم  بامريكا,1,2,1
حيوانة وتدافع عن حقوق الإنسان  ثكلتك أمك يا صاحبة الأسنان العفنه,1,2,1
لعنة الله عليش يا قليلة الحياء انتي لازم تتحاكمي ياكذابه يا دجاله,1,2,1
الله يحرقك في نار جهنم عاجلاً وليس آجلا وصلتي لمرحله لا عوده فيها يا توكل خرمان,1,2,1
هو الاصعب من المهندسين بقي المهندسين الستات علّشان دى مهندسة وكمان هرمونات فممكن تكون مقالتلكتيش من باب إنك لو مهتمة كنتي عرفتي,1,2,1
مذيعة هايفة كالعادة جاتك خيبة في تغريداتك يا هايفة,1,2,1
واحنا نعلق ليه خلى صديقتك هيلارى اللى فضحتك وقالت ريحتك معفنة هى اللى تعلق,1,2,1
تافهات الحريم تقول اي كلام و اي رد,1,2,1
لعنه الله عليكي وع حطلك لايك تفه,1,2,1
انتي أقل من ذلك كثير سكين فاكهة بلاستيك ويخب عليك,1,2,1
هاذي قولوا لها واعطوها هذا عسى ولعل ينفعا وفكنا افكارها الهدامه تفوا,1,2,1
"لعنة الله عليك يا المخيسة يا اكالة العلف ،، والله ماتساوين حتى تفلة الشيخ الله يرحمه ولايرحمك يالشمطاء",1,2,1
زين الجو بارد عشان ماتصرعينهم بريحتك المخيسه,1,2,1
ريحة فمك واصله عندي الله يقرفك يالجيفه,1,2,1
ايه ده ليليان انت شاذه زيها ولا ايه,1,2,1
هاي هاي لا تسرقي كلامي و معروف ان الحرمه هي الي ناقصه عقل و من ضلع اعوج يا العوجه,1,2,1
وانتي مؤمنة ياخاينة يابومة انتي شؤم علي كل الدول العربية ياكلبة,1,2,1
لحم العلماء مر راجعي نفسك يابقرة,1,2,1
الحين كلهم بيقولون قلوبنا سوداء عشان يصير تفكيرنا متعاطف ونحسبها انه اووة طيب ولطيف  كل النسوان شريرات,1,2,1
يا ام تخزينه خليك في حالك,1,2,1
إمتي يجي اليوم إللي نفتح وسائل التواصل وما نشوف وجه العنزه اليمنيه كريهة الرائحة؟ الله يريح الأمه من امثالك خونة أوطانهم,1,2,1
الله يشعلك بنار جهنم يامفتنه ايش من مائة عام  اكثر مفتنه مائه عام الماضيه والحاضره ياجربوعه,1,2,1
يغني انتي عايزه ايه خلاص عرفنا انك شاذه,1,2,1
انتي وجهك ما ينفع حتى بجاكوزي يالله بزريبة بقر,1,2,1
لعنة الله عليك الى يوم الدين يا  عميلة الماسونية والله لن تقوم لكم قاءمة ابدا باذن الله انتم شياطين الانس,1,2,1
لعنة الله عليك الى يوم الدين يا كاذبه يا منافقه  اللهم شل يدها ولسانها يالله,1,2,1
كان  ودي اعلق بس ما قصروا في التعليقات  بيض الله  وجههم  وسود الله وجهك يا بقره,1,2,1
بس يا صرصار البلاعات يا بجحه,1,2,1
"ابدا مافيه اي تنمر عليك ، الحق يقال ولا يزعل منه ، المنشار كبير عليك انتي تستاهلين جزمه على دماغك لعل وعسى تتأدبين شوي",1,2,1
ملعونه بنت ملعون ما يكفي دمرتي وطننا وهربتي فنادق تركيا لا بارك لك,1,2,1
ولا عمري اقتنعت بحرمة استلمت مسؤلية  لأنها الا تسوي لها فص,1,2,3
مفيش ست تكفي راجل ف الايام دى ياجماعة عقليات البنات اختلفت لذاوية منحدرة مفيش حد يشيل المسئولية اذا بنات لسه بيدأو حياتهم وكلهم مجاريح,1,2,1
لو ترجعين اليمن وربي تندعسين دعس من الشعب,1,2,1
الله يعين زوجك عليك  لا وجه يشرح الصدر  ولا عقل  مكتمل  ان شافك كأنه يشوف عبدوه  قدامه   وثقالت دم,1,2,1
طيب اول شي شوفي اسنانك صلحيها بعدين التفتي للعالم اتوقع ريحة فمك,1,2,1
انتي قبيحة المنظر بشعة الشكل سيئة الخلق عاقة بوالديك ولم ولن تجدي رجل يقبل بك الا من الخرفان الذين يوجدون بتركيا او يزورونها مثل خرفان الكويت,1,2,1
النسوان كلهم نفس الطعم بس اللون مختلف,1,2,3
"تعيشي وتفتكري ذكري الصاورات ياخالتي توكل 
وعقبال الذكري ال ١٠٠ 
ان لم تستحي فاقلع ما شات",1,2,1
لعنة الله عليكي بعدد شعر راسك ايتها العميلة الخائنة,1,2,1
كفاحك بتويتر يا حشرة و التحالف بأرض المعارك ينظف ديرتك التعبانة,1,2,1
"والله شكل القصة تأليف من النسويات الفسويات ، تلاقيهم حريم تضاربوا مع بعض ، فقامت حرمة ناقصة عقل وكسرت سيارة الحرمة الثانية اللي تضاربت معها",1,2,1
المنشار فوق مستواك انت لكي تعامل اخر انتظري والصدمه من من قريب,1,2,1
البت دى صفرا وعمرى ما حبيتها ولا احترمتها مريضه بجد  عاشت فى مصر واكلت من خيرها ناكره  اعوذ بالله,1,2,1
والله في الحلم ماتشوفيها بنغازي يا خاينة يا عميلة اتفو,1,2,1
كل نويقصه جالسة في بيتها و تذمر من حياتها و النعمة اللي هي فيها تشوف هالبنت و امنياتها في الدنيا و تحمد الله,1,2,1
لا تتدخلي فيما لا يعنيك هم أولياء دم ابيهم اما انتي فنكرة لا كلمة لك في ذلك الا اذا كنتي قد حصلتي على تفويض,1,2,1
لست في حاجة الى التشويه فأنت اصلا مشوهة خلقا وأخلاقا عليك من الله مالك يا سفيهة ويا عبدة الريالات القطرية والليرة التركية تفوه عليك وعلى امثالك,1,2,1
اتفه منك لم ترا قط عيني,1,2,1
يا جماعه انتو بتعطوها حجم اكبر من حجمها  هي لو تقوم من النوم تبص علي نفسها في المرايا هتقول اعوذ  بالله من الشيطان الرجيم,1,2,1
توكل شكمان اقبح امره على وجه الارض,1,2,1
"ليليان داود الحمد لله ان عافانا من رؤية وجهك الكريه في مصر ،لا فرق بينك وبين توكل كريمان  وجهان لعملة واحدة  الماسونية العالمية",1,2,1
انتي ولية لامواخذة والنبي اهتمي بشانك اللبناني بدل ما كل واحد بيبعصلك فيه شويه,1,2,1
لا يا تبول شكمان  جائحه خيانتك لليمن تتفوق على أى جائحه يمكن أن تخطر على بال بشر,1,2,1
انا مش هقولك غير حاجه واحده بس كان نفسى اقولها لك بالمصرى  كاتك خيبه يافاشله,1,2,1
نصيحة تمددي وفشخي وارقدي فانتي ليس سوى مرحاض عام لتلقي مخلفات الاخرين,1,2,1
لعنة الله عليك وعلى من خلفك يا وجه الشؤم,1,2,1
على الاقل الذباب الالكتروني مستحمي ونظيف العند والباقي على اللي قالت عليكي راعية معيز رائحتها قذرة استحملنها بس عشان عميلة خاينة للوطن العربى بدرجة امتياز مع مرتبه القرف,1,2,1
منك لله زى ماخربتي اليمن يابومه ربنا ينتقم منك ومن الإشكال إللي زيك,1,2,1
وجودك في فيسبوك كارثة على فيسبوك,1,2,1
انا بكره الدكاترة و المعيدين الستات والله,1,2,3
ياريت ما تضحكين كثير اسنانك سوداء زي وجهك من تاثير القات,1,2,1
لماذا رائحتك نتنه ؟ وكيف تقابلين اجانب وريحتك خياس  اكيد ما تستحمي بعد الجنابه لذلك لا احد يريد التحدث معك او الاقتراب منك,1,2,1
لعنه الله عليك يا ظرطان نكبتي ام اليمن,1,2,1
لعنة الله عليش بسببش ياعاهرة دمرت اليمن وشرد اهلها لا الحقش الله خير,1,2,1
نضالهم انهم تحملوا ريحتك يالمخيسه انسانه بلا كرامه,1,2,1
اطردي القرف الي باسنانك وبعدين فكري بغيرك الناس بتاع اليل بيتضايقو من ريحتك رتبي نفسك,1,2,1
محد يسمعك انتي والدك في مجلس النواب وصفك بقليلة الأدب تأدبي مع والدك وبعدها تعالي تكلمي يا قليلة الأدب تفو,1,2,1
اعوذ بالله من شكلك يا نجسه,1,2,1
النسوان النضيفه اللي كعب رجليها بينور كده وجوز رجليها ملفوفين ومدملكين بقوا قليلين جداا لدرجه غير طبيعيه كلهم دلوقتي معفنين ومعرقبين صح ولا,1,2,1
الله يحرقها وينتقم منها يارب وتكشفو وجهها الاسود عاجلا غير اجل يارب,1,2,1
خليك ببلدك ياتافهه عندك مشاكل كتير حليها الاول,1,2,1
اقسم بالله ان المومس اشرف منك ياخائنة ياعميلة,1,2,1
بكره محن وتلزيق البنات مع الدكاتره الستات انا اصلا ضد ان ست تدي كورس,1,2,1
والله هذا يوضح لك عقليات البنات الغبية مصدقين نفسهم كرنج ورب الكعبة مايعرفون كيف يوسعون صدورهم بس هم و كأبة و حرب و لعب دور المظلومية,1,2,1
انتى حشره المصريين بيدوسوا عليها وعلى امثالها بالجزم ياخنزيره بتتربى فى الزرايب,1,2,1
هل انتي حمارة أم حمارة   أكيد كنتي مخزنة وانتي تكتبين التغريدة,1,2,1
"تمني ماتشائين،  سنبقى مع الوطن  ومع حكومتنا ضدك وضد اشكالك
كوني مشردة أكثر ومنبوذة أكثر",1,2,1
يازين المطبخ تسوين عصيدة وسلته وتطلبين الستر من الله ياعجوز النار وتتركي خلق الله بايصلحوا,1,2,1
حريم الخرفان مزعجين صلحتي اسنانك يا شميطه,1,2,1
لعنة الله عليج وعلى المرتزقة إلي معاج يا واطيه  شكمان مخروق,1,2,1
أحسن حاجه عملتها الدولة المصريةأن الحشرات ال زيك اتطردو من البلد,1,2,1
"أجمل شيء لو تتركين صورة لجين الهذلول على بروفابلك بدلا من صورتك ، على الأقل نشوف وجه حلو بدلا من شكلك القبيح ومنظرك الخبيث",1,2,1
تريند الظبوطه ده جامد فشخ وبيموتني ضحك الظاهر انا بميل لاي حاجه بتعمل ميمز علي عقليات البنات الرخيصه دي,1,2,1
لعن الله وجهك أيتها القحبه الشمطاء خلك في سهراتك الليليه مع أردوغان الكهل وبين أحضان المرتزقه في فنادق اسطنبول والدوحه السعوديه أطهر وأشرف منك وعصيه عليك وعلى أشكالك تفو,1,2,1
ليليان روحي خلصي بلدك من الصهاينه الأول يا قذارة الاخوان,1,2,1
القمله ام الصيبان لا تحتاج الي منشار بل مشط متقارب الاسنان,1,2,1
تخسين وتعقبين هذا اللي بقى تتكلمين على اسيادك,1,2,1
حسبي الله ونعم الوكيل فيكى انتى وامثالك الخونه اتفو,1,2,1
كلي زق ياسحلية شوف مين يتكلم على الديموقراطية الاخونجية هزلت,1,2,1
تفو عليك ياحقيره ياواطيه وربي جزمة بن باز اشرف منك ياواطيه,1,2,1
فيس بوك   طير  غراب الشئم   قبح الله وجهك,1,2,1
وبعدين مش تحطى صوره حقيقيه علشان الناس يشوفوا وش امك العكر إللى عامل زى فردة الشبشب اتفو عليكى,1,2,1
والله وجهك وجه انسان قبيح ومكروه شوفي نفسك في المرايه,1,2,1
يقولون اردوغان كان معك سادي وتكسير اسنانك كان من هالشي هل المعلومة صحيحة,1,2,1
روحى يارب تنزل على دماغ أمك قذيفة تريحنا من خلقتك العكرة,1,2,1
"خسئتي ايتها الشمطاء   قبح الله وجهك وفكرك ، والله ماتساوين غرزة في نعل ابن باز رحمه الله",1,2,1
بالله عليك ما تستحي تظهري علينا وجهك يا بائعة وطنك وشعبكحسبك الله بيننا الاخرة انتي وكل من قال ارحل,1,2,1
بجد عقليات البنات دى قد النمله,1,2,1
"سود الله وجهك ، فوق ماهو أسود وكالح",1,2,1
قبح الله وجهك ياالاخونجيه الارهابيه يالجاهله القذرهعندما تغرد المرتزقه البلاهاء من تلك الديار,1,2,2
والله لو كان قص لسانك الحوثي وقطع يدك كان عمل فيك خير كبير ياملحدة,1,2,1
افتيت أنا بأن اللي يبصق بوجهك مأجور ان شاء الله,1,2,1
"السعودية والإمارات يعيشان في رغد العيش والحمدلله
اما انتي مشردة وبلدك عبارة عن بقايا مستوطنة إيرانية
اتمنى ان تنظفي أسنانك قبل النوم حتى لا تفوح رائحة الخبث القاتي المشرد",1,2,1
منحتش انتي كنتي شنتره محليه الان شنتره عالميه,1,2,1
ايوا الستات كلهم عقارب و مش بيحبوا الخير لغيرهم و الحوار دا مش بس في مصر دا في كل حتة و انا بجد بكره الستات فشخ,1,2,1
"ماتركزى فى بلدك أحسن 
جبتيها الأرض وخربتيها وقاعده ت ن ع ق ى على تويتر",1,2,1
ريحتك معفنه ي راعية الماعز لكن مصلحة امريكاء تقتقضي ذالك,1,2,1
أهم شي حبته تبكي عليه طب يمكن شين يمكن عاطل لا جد بعض الحريم يبغالهم كوية في دمجهم,1,2,1
"لماذا صورة بدون رابط يمخادعة، لماذا لاتنزعي ذالك الغطاء على رئسك أم انك تفضلين إبقائه لتغطية بشاعة شكلك",1,2,1
بس ياشكمان واحنا مش لجان والله,1,2,1
"تنمر ايه بس ده انتي قذرة فعليا ، بعتي وطنك جتك القرف مقرفة",1,2,1
لعنة الله عليك يا تافهه ويش دخل امك في الموضوع محمد بن سلمان تاج راسك يا عميله للماسونيه,1,2,1
وجودك في الحياة اصلا عار فما بال الفيسبوك,1,2,1
"ذباب ايه وحضرتك موجوده انتى كفايه ، على فكرة هيلارى طلعت واطيه وقالت ان ريحتك وحشه وانها مستحمله علشان مصلحة امريكا",1,2,1
على فين ياهدهد الجنانين انت ياض مصدق نفسك انك بنت ولا ايه احب اقولك انتى دكر دكر دكر دكر دكر ابوكى على ابو امك شمطاء عنساء مومس,1,2,1
ماعندها زوج او اهل يعلموها الادب ويلموها في بيت,1,2,1
يارب هو نوع الستات ابن الوسخه ده هيخلص امتي خنازير مبيفكروش مش فاهمه بتدور علي عريس و لا بتقول ايه البت دي,1,2,3
مين ده اللى يروح المزبلة يا مرة وسخة يا مزبلة المزابل عار على الارض وجودك فيها يا سليلة المسيخ الدجال,1,2,1
بصراحه بعض الحريم متمردات يبغالهم جلد مو ضرب وبعض الرجال كمان عشان لايزعلوا الحريم بس ه,1,2,3
في مذكراتها تقول ريحتك معفنه ه,1,2,1
انا بكره دكاترة الجامعة الستات اوى مبحبهمش من زمان لله فى لله كده,1,2,3
يلعن ابو البطن اللي شالتك يانجسه,1,2,1
